,Unnamed: 0,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,Toss_Win_Flag,Game_Win_Flag,Bat_First_Flag
477,975.0,West Indies,lost,4 wickets,1.0,lost,1st,Pakistan,Gros Islet,24 Jul 2013,41.0,140,7.0,25,0.292857142857,0.28,0,0,1
478,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
479,852.0,West Indies,lost,81 runs,,lost,2nd,New Zealand,Wellington,18 Feb 2006,2.0,17,0.0,0,0.117647058824,,0,0,0
480,853.0,West Indies,lost,3 wickets,48.0,lost,1st,New Zealand,Queenstown,22 Feb 2006,2.0,18,0.0,1,0.111111111111,0.0,0,0,1
481,854.0,West Indies,lost,21 runs,,lost,2nd,New Zealand,Christchurch,25 Feb 2006,2.0,19,0.0,2,0.105263157895,0.0,0,0,0
482,855.0,West Indies,lost,91 runs,,won,2nd,New Zealand,Napier,1 Mar 2006,2.0,20,0.0,3,0.1,0.0,1,0,0
483,856.0,West Indies,won,3 wickets,2.0,lost,2nd,New Zealand,Auckland,4 Mar 2006,2.0,21,0.0,4,0.0952380952381,0.0,0,1,0
484,883.0,West Indies,lost,7 wickets,64.0,lost,1st,New Zealand,North Sound,29 Mar 2007,16.0,48,1.0,5,0.333333333333,0.2,0,0,1
485,902.0,West Indies,won,5 wickets,1.0,won,2nd,New Zealand,Christchurch,3 Jan 2009,19.0,67,1.0,6,0.283582089552,0.166666666667,1,1,0
486,903.0,West Indies,lost,7 wickets,177.0,lost,1st,New Zealand,Wellington,7 Jan 2009,20.0,68,2.0,7,0.294117647059,0.285714285714,0,0,1
487,904.0,West Indies,lost,9 runs,,lost,1st,New Zealand,Napier,13 Jan 2009,20.0,69,2.0,8,0.289855072464,0.25,0,0,1
488,951.0,West Indies,won,9 wickets,52.0,won,2nd,New Zealand,Kingston,5 Jul 2012,31.0,116,2.0,9,0.26724137931,0.222222222222,1,1,0
489,952.0,West Indies,won,55 runs,,lost,1st,New Zealand,Kingston,7 Jul 2012,32.0,117,3.0,10,0.273504273504,0.3,0,1,1
490,953.0,West Indies,lost,88 runs,,won,2nd,New Zealand,Basseterre,11 Jul 2012,33.0,118,4.0,11,0.279661016949,0.363636363636,1,0,0
491,954.0,West Indies,won,24 runs,,won,1st,New Zealand,Basseterre,14 Jul 2012,33.0,119,4.0,12,0.27731092437,0.333333333333,1,1,1
492,955.0,West Indies,won,20 runs,,won,1st,New Zealand,Basseterre,16 Jul 2012,34.0,120,5.0,13,0.283333333333,0.384615384615,1,1,1
493,979.0,West Indies,won,2 wickets,135.0,won,2nd,New Zealand,Auckland,26 Dec 2013,42.0,144,6.0,14,0.291666666667,0.428571428571,1,1,0
494,980.0,West Indies,lost,159 runs,,won,2nd,New Zealand,Queenstown,1 Jan 2014,43.0,145,7.0,15,0.296551724138,0.466666666667,1,0,0
495,981.0,West Indies,lost,58 runs,,lost,2nd,New Zealand,Nelson,4 Jan 2014,43.0,146,7.0,16,0.294520547945,0.4375,0,0,0
496,982.0,West Indies,won,203 runs,,lost,1st,New Zealand,Hamilton,8 Jan 2014,43.0,147,7.0,17,0.292517006803,0.411764705882,0,1,1
497,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
498,867.0,West Indies,won,10 wickets,80.0,lost,2nd,Bangladesh,Jaipur,11 Oct 2006,9.0,32,0.0,0,0.28125,,0,1,0
499,886.0,West Indies,won,99 runs,,lost,1st,Bangladesh,Bridgetown,19 Apr 2007,16.0,51,1.0,1,0.313725490196,1.0,0,1,1
500,908.0,West Indies,lost,52 runs,,won,2nd,Bangladesh,Roseau,26 Jul 2009,21.0,73,2.0,2,0.287671232877,1.0,1,0,0
501,909.0,West Indies,lost,3 wickets,6.0,won,1st,Bangladesh,Roseau,28 Jul 2009,21.0,74,2.0,3,0.283783783784,0.666666666667,1,0,1
502,910.0,West Indies,lost,3 wickets,7.0,won,1st,Bangladesh,Basseterre,31 Jul 2009,21.0,75,2.0,4,0.28,0.5,1,0,1
503,926.0,West Indies,won,9 wickets,226.0,lost,2nd,Bangladesh,Dhaka,4 Mar 2011,21.0,91,2.0,5,0.230769230769,0.4,0,1,0
504,939.0,West Indies,won,40 runs,,lost,1st,Bangladesh,Dhaka,13 Oct 2011,26.0,104,3.0,6,0.25,0.5,0,1,1
505,940.0,West Indies,won,8 wickets,44.0,lost,2nd,Bangladesh,Dhaka,15 Oct 2011,27.0,105,4.0,7,0.257142857143,0.571428571429,0,1,0
506,941.0,West Indies,lost,8 wickets,180.0,lost,1st,Bangladesh,Chittagong,18 Oct 2011,28.0,106,5.0,8,0.264150943396,0.625,0,0,1
507,956.0,West Indies,lost,7 wickets,58.0,won,1st,Bangladesh,Khulna,30 Nov 2012,35.0,121,5.0,9,0.289256198347,0.555555555556,1,0,1
508,957.0,West Indies,lost,160 runs,,won,2nd,Bangladesh,Khulna,2 Dec 2012,35.0,122,5.0,10,0.286885245902,0.5,1,0,0
509,958.0,West Indies,won,4 wickets,18.0,won,2nd,Bangladesh,Dhaka,5 Dec 2012,35.0,123,5.0,11,0.284552845528,0.454545454545,1,1,0
510,959.0,West Indies,won,75 runs,,lost,1st,Bangladesh,Dhaka,7 Dec 2012,36.0,124,6.0,12,0.290322580645,0.5,0,1,1
511,960.0,West Indies,lost,2 wickets,36.0,lost,1st,Bangladesh,Dhaka,8 Dec 2012,37.0,125,7.0,13,0.296,0.538461538462,0,0,1
512,983.0,West Indies,won,3 wickets,62.0,won,2nd,Bangladesh,St George's,20 Aug 2014,44.0,148,7.0,14,0.297297297297,0.5,1,1,0
513,984.0,West Indies,won,177 runs,,lost,1st,Bangladesh,St George's,22 Aug 2014,45.0,149,8.0,15,0.302013422819,0.533333333333,0,1,1
514,985.0,West Indies,won,91 runs,,won,1st,Bangladesh,Basseterre,25 Aug 2014,46.0,150,9.0,16,0.306666666667,0.5625,1,1,1
515,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
516,1174.0,India,lost,18 runs,,lost,2nd,Australia,Kuala Lumpur,22 Sep 2006,20.0,39,0.0,0,0.512820512821,,0,0,0
517,1176.0,India,lost,6 wickets,26.0,won,1st,Australia,Mohali,29 Oct 2006,20.0,41,0.0,1,0.487804878049,0.0,1,0,1
518,1195.0,India,lost,84 runs,,won,2nd,Australia,Kochi,2 Oct 2007,29.0,60,0.0,2,0.483333333333,0.0,1,0,0
519,1196.0,India,lost,47 runs,,lost,2nd,Australia,Hyderabad (Deccan),5 Oct 2007,29.0,61,0.0,3,0.475409836066,0.0,0,0,0
520,1197.0,India,won,8 runs,,won,1st,Australia,Chandigarh,8 Oct 2007,29.0,62,0.0,4,0.467741935484,0.0,1,1,1
521,1198.0,India,lost,9 wickets,145.0,won,1st,Australia,Vadodara,11 Oct 2007,30.0,63,1.0,5,0.47619047619,0.2,1,0,1
522,1199.0,India,lost,18 runs,,lost,2nd,Australia,Nagpur,14 Oct 2007,30.0,64,1.0,6,0.46875,0.166666666667,0,0,0
523,1200.0,India,won,2 wickets,24.0,lost,2nd,Australia,Mumbai,17 Oct 2007,30.0,65,1.0,7,0.461538461538,0.142857142857,0,1,0
524,1206.0,India,won,5 wickets,25.0,lost,2nd,Australia,Melbourne,10 Feb 2008,34.0,71,2.0,8,0.478873239437,0.25,0,1,0
525,1208.0,India,lost,50 runs,,lost,2nd,Australia,Adelaide,17 Feb 2008,35.0,73,3.0,9,0.479452054795,0.333333333333,0,0,0
526,1210.0,India,lost,18 runs,,lost,2nd,Australia,Sydney,24 Feb 2008,36.0,75,3.0,10,0.48,0.3,0,0,0
527,1212.0,India,won,6 wickets,25.0,lost,2nd,Australia,Sydney,2 Mar 2008,37.0,77,3.0,11,0.480519480519,0.272727272727,0,1,0
528,1213.0,India,won,9 runs,,won,1st,Australia,Brisbane,4 Mar 2008,38.0,78,4.0,12,0.487179487179,0.333333333333,1,1,1
529,1244.0,India,lost,4 runs,,lost,2nd,Australia,Vadodara,25 Oct 2009,59.0,109,5.0,13,0.54128440367,0.384615384615,0,0,0
530,1245.0,India,won,99 runs,,lost,1st,Australia,Nagpur,28 Oct 2009,59.0,110,5.0,14,0.536363636364,0.357142857143,0,1,1
531,1246.0,India,won,6 wickets,10.0,lost,2nd,Australia,Delhi,31 Oct 2009,60.0,111,6.0,15,0.540540540541,0.4,0,1,0
532,1247.0,India,lost,24 runs,,won,2nd,Australia,Mohali,2 Nov 2009,61.0,112,7.0,16,0.544642857143,0.4375,1,0,0
533,1248.0,India,lost,3 runs,,lost,2nd,Australia,Hyderabad (Deccan),5 Nov 2009,61.0,113,7.0,17,0.53982300885,0.411764705882,0,0,0
534,1249.0,India,lost,6 wickets,49.0,won,1st,Australia,Guwahati,8 Nov 2009,61.0,114,7.0,18,0.535087719298,0.388888888889,1,0,1
535,1273.0,India,won,5 wickets,7.0,won,2nd,Australia,Visakhapatnam,20 Oct 2010,75.0,138,7.0,19,0.54347826087,0.368421052632,1,1,0
536,1287.0,India,won,5 wickets,14.0,lost,2nd,Australia,Ahmedabad,24 Mar 2011,85.0,152,8.0,20,0.559210526316,0.4,0,1,0
537,1300.0,India,lost,65 runs,,won,2nd,Australia,Melbourne,5 Feb 2012,95.0,165,9.0,21,0.575757575758,0.428571428571,1,0,0
538,1302.0,India,won,4 wickets,2.0,lost,2nd,Australia,Adelaide,12 Feb 2012,96.0,167,9.0,22,0.574850299401,0.409090909091,0,1,0
539,1303.0,India,lost,110 runs,,lost,2nd,Australia,Brisbane,19 Feb 2012,97.0,168,10.0,23,0.577380952381,0.434782608696,0,0,0
540,1305.0,India,lost,87 runs,,lost,2nd,Australia,Sydney,26 Feb 2012,97.0,170,10.0,24,0.570588235294,0.416666666667,0,0,0
541,1327.0,India,lost,72 runs,,lost,2nd,Australia,Pune,13 Oct 2013,112.0,192,10.0,25,0.583333333333,0.4,0,0,0
542,1328.0,India,won,9 wickets,39.0,lost,2nd,Australia,Jaipur,16 Oct 2013,112.0,193,10.0,26,0.580310880829,0.384615384615,0,1,0
543,1329.0,India,lost,4 wickets,3.0,lost,1st,Australia,Mohali,19 Oct 2013,113.0,194,11.0,27,0.582474226804,0.407407407407,0,0,1
544,1330.0,India,won,6 wickets,3.0,won,2nd,Australia,Nagpur,30 Oct 2013,113.0,195,11.0,28,0.579487179487,0.392857142857,1,1,0
545,1331.0,India,won,57 runs,,lost,1st,Australia,Bangalore,2 Nov 2013,114.0,196,12.0,29,0.581632653061,0.413793103448,0,1,1
546,1354.0,India,lost,4 wickets,6.0,won,1st,Australia,Melbourne,18 Jan 2015,127.0,219,13.0,30,0.579908675799,0.433333333333,1,0,1
547,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
548,1156.0,India,lost,5 wickets,7.0,lost,1st,South Africa,Hyderabad (Deccan),16 Nov 2005,11.0,21,0.0,0,0.52380952381,,0,0,1
549,1157.0,India,won,6 wickets,86.0,won,2nd,South Africa,Bangalore,19 Nov 2005,11.0,22,0.0,1,0.5,0.0,1,1,0
550,1158.0,India,lost,10 wickets,85.0,lost,1st,South Africa,Kolkata,25 Nov 2005,12.0,23,1.0,2,0.521739130435,0.5,0,0,1
551,1159.0,India,won,5 wickets,15.0,won,2nd,South Africa,Mumbai,28 Nov 2005,12.0,24,1.0,3,0.5,0.333333333333,1,1,0
552,1177.0,India,lost,157 runs,,lost,2nd,South Africa,Durban,22 Nov 2006,20.0,42,2.0,4,0.47619047619,0.5,0,0,0
553,1178.0,India,lost,106 runs,,lost,2nd,South Africa,Cape Town,26 Nov 2006,20.0,43,2.0,5,0.46511627907,0.4,0,0,0
554,1179.0,India,lost,80 runs,,lost,2nd,South Africa,Port Elizabeth,29 Nov 2006,20.0,44,2.0,6,0.454545454545,0.333333333333,0,0,0
555,1180.0,India,lost,9 wickets,112.0,lost,1st,South Africa,Centurion,3 Dec 2006,20.0,45,2.0,7,0.444444444444,0.285714285714,0,0,1
556,1192.0,India,lost,4 wickets,3.0,lost,1st,South Africa,Belfast,26 Jun 2007,27.0,57,2.0,8,0.473684210526,0.25,0,0,1
557,1193.0,India,won,6 wickets,5.0,won,2nd,South Africa,Belfast,29 Jun 2007,27.0,58,2.0,9,0.465517241379,0.222222222222,1,1,0
558,1194.0,India,won,6 wickets,4.0,won,2nd,South Africa,Belfast,1 Jul 2007,28.0,59,3.0,10,0.474576271186,0.3,1,1,0
559,1259.0,India,won,1 runs,,lost,1st,South Africa,Jaipur,21 Feb 2010,67.0,124,4.0,11,0.540322580645,0.363636363636,0,1,1
560,1260.0,India,won,153 runs,,won,1st,South Africa,Gwalior,24 Feb 2010,68.0,125,5.0,12,0.544,0.416666666667,1,1,1
561,1261.0,India,lost,90 runs,,lost,2nd,South Africa,Ahmedabad,27 Feb 2010,69.0,126,6.0,13,0.547619047619,0.461538461538,0,0,0
562,1279.0,India,lost,135 runs,,lost,2nd,South Africa,Durban,12 Jan 2011,81.0,144,6.0,14,0.5625,0.428571428571,0,0,0
563,1280.0,India,won,1 runs,,won,1st,South Africa,Johannesburg,15 Jan 2011,81.0,145,6.0,15,0.558620689655,0.4,1,1,1
564,1281.0,India,won,2 wickets,10.0,lost,2nd,South Africa,Cape Town,18 Jan 2011,82.0,146,7.0,16,0.561643835616,0.4375,0,1,0
565,1282.0,India,lost,48 runs,,lost,2nd,South Africa,Port Elizabeth,21 Jan 2011,83.0,147,8.0,17,0.56462585034,0.470588235294,0,0,0
566,1283.0,India,lost,33 runs,,won,2nd,South Africa,Centurion,23 Jan 2011,83.0,148,8.0,18,0.560810810811,0.444444444444,1,0,0
567,1285.0,India,lost,3 wickets,2.0,won,1st,South Africa,Nagpur,12 Mar 2011,84.0,150,8.0,19,0.56,0.421052631579,1,0,1
568,1318.0,India,won,26 runs,,lost,1st,South Africa,Cardiff,6 Jun 2013,105.0,183,8.0,20,0.573770491803,0.4,0,1,1
569,1335.0,India,lost,141 runs,,won,2nd,South Africa,Johannesburg,5 Dec 2013,117.0,200,9.0,21,0.585,0.428571428571,1,0,0
570,1336.0,India,lost,134 runs,,won,2nd,South Africa,Durban,8 Dec 2013,117.0,201,9.0,22,0.582089552239,0.409090909091,1,0,0
571,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
572,1142.0,India,won,6 wickets,84.0,lost,2nd,West Indies,Dambulla,31 Jul 2005,2.0,7,0.0,0,0.285714285714,,0,1,0
573,1144.0,India,won,7 runs,,won,1st,West Indies,Colombo (RPS),7 Aug 2005,3.0,9,1.0,1,0.333333333333,1.0,1,1,1
574,1167.0,India,won,5 wickets,1.0,won,2nd,West Indies,Kingston,18 May 2006,18.0,32,2.0,2,0.5625,1.0,1,1,0
575,1168.0,India,lost,1 runs,,won,2nd,West Indies,Kingston,20 May 2006,19.0,33,3.0,3,0.575757575758,1.0,1,0,0
576,1169.0,India,lost,4 wickets,1.0,won,1st,West Indies,Basseterre,23 May 2006,19.0,34,3.0,4,0.558823529412,0.75,1,0,1
577,1170.0,India,lost,6 wickets,36.0,lost,1st,West Indies,Port of Spain,26 May 2006,19.0,35,3.0,5,0.542857142857,0.6,0,0,1
578,1171.0,India,lost,19 runs,,won,2nd,West Indies,Port of Spain,28 May 2006,19.0,36,3.0,6,0.527777777778,0.5,1,0,0
579,1172.0,India,lost,29 runs,,won,1st,West Indies,Kuala Lumpur,14 Sep 2006,19.0,37,3.0,7,0.513513513514,0.428571428571,1,0,1
580,1173.0,India,won,16 runs,,won,1st,West Indies,Kuala Lumpur,20 Sep 2006,19.0,38,3.0,8,0.5,0.375,1,1,1
581,1175.0,India,lost,3 wickets,2.0,lost,1st,West Indies,Ahmedabad,26 Oct 2006,20.0,40,4.0,9,0.5,0.444444444444,0,0,1
582,1181.0,India,won,14 runs,,lost,1st,West Indies,Nagpur,21 Jan 2007,20.0,46,4.0,10,0.434782608696,0.4,0,1,1
583,1182.0,India,won,20 runs,,won,1st,West Indies,Cuttack,24 Jan 2007,21.0,47,5.0,11,0.446808510638,0.454545454545,1,1,1
584,1183.0,India,lost,3 wickets,38.0,lost,1st,West Indies,Chennai,27 Jan 2007,22.0,48,6.0,12,0.458333333333,0.5,0,0,1
585,1184.0,India,won,160 runs,,lost,1st,West Indies,Vadodara,31 Jan 2007,22.0,49,6.0,13,0.448979591837,0.461538461538,0,1,1
586,1236.0,India,won,20 runs,,won,1st,West Indies,Kingston,26 Jun 2009,54.0,101,7.0,14,0.534653465347,0.5,1,1,1
587,1237.0,India,lost,8 wickets,95.0,won,1st,West Indies,Kingston,28 Jun 2009,55.0,102,8.0,15,0.539215686275,0.533333333333,1,0,1
588,1238.0,India,won,6 wickets,1.0,won,2nd,West Indies,Gros Islet,3 Jul 2009,55.0,103,8.0,16,0.533980582524,0.5,1,1,0
589,1243.0,India,won,7 wickets,107.0,won,2nd,West Indies,Johannesburg,30 Sep 2009,58.0,108,9.0,17,0.537037037037,0.529411764706,1,1,0
590,1286.0,India,won,80 runs,,won,1st,West Indies,Chennai,20 Mar 2011,84.0,151,10.0,18,0.556291390728,0.555555555556,1,1,1
591,1290.0,India,won,4 wickets,31.0,lost,2nd,West Indies,Port of Spain,6 Jun 2011,88.0,155,11.0,19,0.567741935484,0.578947368421,0,1,0
592,1291.0,India,won,7 wickets,20.0,won,2nd,West Indies,Port of Spain,8 Jun 2011,89.0,156,12.0,20,0.570512820513,0.6,1,1,0
593,1292.0,India,won,3 wickets,22.0,won,2nd,West Indies,North Sound,11 Jun 2011,90.0,157,13.0,21,0.573248407643,0.619047619048,1,1,0
594,1293.0,India,lost,103 runs,,won,2nd,West Indies,North Sound,13 Jun 2011,91.0,158,14.0,22,0.575949367089,0.636363636364,1,0,0
595,1294.0,India,lost,7 wickets,8.0,lost,1st,West Indies,Kingston,16 Jun 2011,91.0,159,14.0,23,0.572327044025,0.608695652174,0,0,1
596,1295.0,India,won,1 wickets,7.0,won,2nd,West Indies,Cuttack,29 Nov 2011,91.0,160,14.0,24,0.56875,0.583333333333,1,1,0
597,1296.0,India,won,5 wickets,11.0,won,2nd,West Indies,Visakhapatnam,2 Dec 2011,92.0,161,15.0,25,0.571428571429,0.6,1,1,0
598,1297.0,India,lost,16 runs,,won,2nd,West Indies,Ahmedabad,5 Dec 2011,93.0,162,16.0,26,0.574074074074,0.615384615385,1,0,0
599,1298.0,India,won,153 runs,,won,1st,West Indies,Indore,8 Dec 2011,93.0,163,16.0,27,0.570552147239,0.592592592593,1,1,1
600,1299.0,India,won,34 runs,,won,1st,West Indies,Chennai,11 Dec 2011,94.0,164,17.0,28,0.573170731707,0.607142857143,1,1,1
601,1319.0,India,won,8 wickets,65.0,won,2nd,West Indies,The Oval,11 Jun 2013,106.0,184,18.0,29,0.576086956522,0.620689655172,1,1,0
602,1322.0,India,lost,1 wickets,14.0,lost,1st,West Indies,Kingston,30 Jun 2013,109.0,187,19.0,30,0.582887700535,0.633333333333,0,0,1
603,1324.0,India,won,102 runs,,lost,1st,West Indies,Port of Spain,5 Jul 2013,109.0,189,19.0,31,0.57671957672,0.612903225806,0,1,1
604,1332.0,India,won,6 wickets,88.0,lost,2nd,West Indies,Kochi,21 Nov 2013,115.0,197,20.0,32,0.583756345178,0.625,0,1,0
605,1333.0,India,lost,2 wickets,3.0,lost,1st,West Indies,Visakhapatnam,24 Nov 2013,116.0,198,21.0,33,0.585858585859,0.636363636364,0,0,1
606,1334.0,India,won,5 wickets,23.0,won,2nd,West Indies,Kanpur,27 Nov 2013,116.0,199,21.0,34,0.582914572864,0.617647058824,1,1,0
607,1346.0,India,lost,124 runs,,won,2nd,West Indies,Kochi,8 Oct 2014,120.0,211,22.0,35,0.568720379147,0.628571428571,1,0,0
608,1347.0,India,won,48 runs,,won,1st,West Indies,Delhi,11 Oct 2014,120.0,212,22.0,36,0.566037735849,0.611111111111,1,1,1
609,1348.0,India,won,59 runs,,lost,1st,West Indies,Dharamsala,17 Oct 2014,121.0,213,23.0,37,0.568075117371,0.621621621622,0,1,1
610,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
611,1141.0,India,lost,3 wickets,10.0,won,1st,Sri Lanka,Dambulla,30 Jul 2005,2.0,6,0.0,0,0.333333333333,,1,0,1
612,1143.0,India,lost,4 wickets,12.0,won,1st,Sri Lanka,Dambulla,3 Aug 2005,3.0,8,0.0,1,0.375,0.0,1,0,1
613,1145.0,India,lost,18 runs,,lost,2nd,Sri Lanka,Colombo (RPS),9 Aug 2005,4.0,10,0.0,2,0.4,0.0,0,0,0
614,1149.0,India,won,152 runs,,won,1st,Sri Lanka,Nagpur,25 Oct 2005,5.0,14,0.0,3,0.357142857143,0.0,1,1,1
615,1150.0,India,won,8 wickets,178.0,won,2nd,Sri Lanka,Mohali,28 Oct 2005,6.0,15,1.0,4,0.4,0.25,1,1,0
616,1151.0,India,won,6 wickets,23.0,lost,2nd,Sri Lanka,Jaipur,31 Oct 2005,7.0,16,2.0,5,0.4375,0.4,0,1,0
617,1152.0,India,won,4 wickets,26.0,won,2nd,Sri Lanka,Pune,3 Nov 2005,8.0,17,3.0,6,0.470588235294,0.5,1,1,0
618,1153.0,India,lost,5 wickets,14.0,lost,1st,Sri Lanka,Ahmedabad,6 Nov 2005,9.0,18,4.0,7,0.5,0.571428571429,0,0,1
619,1154.0,India,won,7 wickets,91.0,won,2nd,Sri Lanka,Rajkot,9 Nov 2005,9.0,19,4.0,8,0.473684210526,0.5,1,1,0
620,1155.0,India,won,5 wickets,63.0,lost,2nd,Sri Lanka,Vadodara,12 Nov 2005,10.0,20,5.0,9,0.5,0.555555555556,0,1,0
621,1185.0,India,lost,5 runs,,won,2nd,Sri Lanka,Rajkot,11 Feb 2007,23.0,50,6.0,10,0.46,0.6,1,0,0
622,1186.0,India,won,5 wickets,21.0,lost,2nd,Sri Lanka,Margao,14 Feb 2007,23.0,51,6.0,11,0.450980392157,0.545454545455,0,1,0
623,1187.0,India,won,7 wickets,36.0,won,2nd,Sri Lanka,Visakhapatnam,17 Feb 2007,24.0,52,7.0,12,0.461538461538,0.583333333333,1,1,0
624,1189.0,India,lost,69 runs,,won,2nd,Sri Lanka,Port of Spain,23 Mar 2007,25.0,54,8.0,13,0.462962962963,0.615384615385,1,0,0
625,1207.0,India,lost,8 wickets,12.0,lost,1st,Sri Lanka,Canberra,12 Feb 2008,35.0,72,8.0,14,0.486111111111,0.571428571429,0,0,1
626,1209.0,India,won,2 wickets,5.0,lost,2nd,Sri Lanka,Adelaide,19 Feb 2008,35.0,74,8.0,15,0.472972972973,0.533333333333,0,1,0
627,1211.0,India,won,7 wickets,106.0,won,2nd,Sri Lanka,Hobart,26 Feb 2008,36.0,76,9.0,16,0.473684210526,0.5625,1,1,0
628,1220.0,India,won,6 wickets,19.0,lost,2nd,Sri Lanka,Karachi,3 Jul 2008,43.0,85,10.0,17,0.505882352941,0.588235294118,0,1,0
629,1221.0,India,lost,100 runs,,won,2nd,Sri Lanka,Karachi,6 Jul 2008,44.0,86,11.0,18,0.511627906977,0.611111111111,1,0,0
630,1222.0,India,lost,8 wickets,91.0,won,1st,Sri Lanka,Dambulla,18 Aug 2008,44.0,87,11.0,19,0.505747126437,0.578947368421,1,0,1
631,1223.0,India,won,3 wickets,62.0,won,2nd,Sri Lanka,Dambulla,20 Aug 2008,44.0,88,11.0,20,0.5,0.55,1,1,0
632,1224.0,India,won,33 runs,,won,1st,Sri Lanka,Colombo (RPS),24 Aug 2008,45.0,89,12.0,21,0.505617977528,0.571428571429,1,1,1
633,1225.0,India,won,46 runs,,won,1st,Sri Lanka,Colombo (RPS),27 Aug 2008,46.0,90,13.0,22,0.511111111111,0.590909090909,1,1,1
634,1226.0,India,lost,112 runs,,lost,2nd,Sri Lanka,Colombo (RPS),29 Aug 2008,47.0,91,14.0,23,0.516483516484,0.608695652174,0,0,0
635,1227.0,India,won,6 wickets,11.0,won,2nd,Sri Lanka,Dambulla,28 Jan 2009,47.0,92,14.0,24,0.510869565217,0.583333333333,1,1,0
636,1228.0,India,won,15 runs,,won,1st,Sri Lanka,Colombo (RPS),31 Jan 2009,48.0,93,15.0,25,0.516129032258,0.6,1,1,1
637,1229.0,India,won,147 runs,,won,1st,Sri Lanka,Colombo (RPS),3 Feb 2009,49.0,94,16.0,26,0.521276595745,0.615384615385,1,1,1
638,1230.0,India,won,67 runs,,won,1st,Sri Lanka,Colombo (RPS),5 Feb 2009,50.0,95,17.0,27,0.526315789474,0.62962962963,1,1,1
639,1231.0,India,lost,68 runs,,lost,2nd,Sri Lanka,Colombo (RPS),8 Feb 2009,51.0,96,18.0,28,0.53125,0.642857142857,0,0,0
640,1240.0,India,lost,139 runs,,lost,2nd,Sri Lanka,Colombo (RPS),12 Sep 2009,57.0,105,18.0,29,0.542857142857,0.620689655172,0,0,0
641,1241.0,India,won,46 runs,,won,1st,Sri Lanka,Colombo (RPS),14 Sep 2009,57.0,106,18.0,30,0.537735849057,0.6,1,1,1
642,1250.0,India,won,3 runs,,lost,1st,Sri Lanka,Rajkot,15 Dec 2009,61.0,115,19.0,31,0.530434782609,0.612903225806,0,1,1
643,1251.0,India,lost,3 wickets,5.0,won,1st,Sri Lanka,Nagpur,18 Dec 2009,62.0,116,20.0,32,0.534482758621,0.625,1,0,1
644,1252.0,India,won,7 wickets,45.0,lost,2nd,Sri Lanka,Cuttack,21 Dec 2009,62.0,117,20.0,33,0.529914529915,0.606060606061,0,1,0
645,1253.0,India,won,7 wickets,11.0,lost,2nd,Sri Lanka,Kolkata,24 Dec 2009,63.0,118,21.0,34,0.533898305085,0.617647058824,0,1,0
646,1254.0,India,lost,5 wickets,12.0,lost,1st,Sri Lanka,Dhaka,5 Jan 2010,64.0,119,22.0,35,0.53781512605,0.628571428571,0,0,1
647,1256.0,India,won,8 wickets,104.0,lost,2nd,Sri Lanka,Dhaka,10 Jan 2010,65.0,121,22.0,36,0.537190082645,0.611111111111,0,1,0
648,1258.0,India,lost,4 wickets,9.0,lost,1st,Sri Lanka,Dhaka,13 Jan 2010,67.0,123,23.0,37,0.544715447154,0.621621621622,0,0,1
649,1262.0,India,won,7 wickets,39.0,won,2nd,Sri Lanka,Bulawayo,30 May 2010,69.0,127,23.0,38,0.543307086614,0.605263157895,1,1,0
650,1263.0,India,lost,6 wickets,10.0,lost,1st,Sri Lanka,Harare,5 Jun 2010,70.0,128,24.0,39,0.546875,0.615384615385,0,0,1
651,1266.0,India,lost,7 wickets,75.0,lost,1st,Sri Lanka,Dambulla,22 Jun 2010,72.0,131,24.0,40,0.549618320611,0.6,0,0,1
652,1267.0,India,won,81 runs,,won,1st,Sri Lanka,Dambulla,24 Jun 2010,72.0,132,24.0,41,0.545454545455,0.585365853659,1,1,1
653,1269.0,India,won,6 wickets,93.0,lost,2nd,Sri Lanka,Dambulla,16 Aug 2010,73.0,134,25.0,42,0.544776119403,0.595238095238,0,1,0
654,1270.0,India,lost,8 wickets,209.0,won,1st,Sri Lanka,Dambulla,22 Aug 2010,74.0,135,26.0,43,0.548148148148,0.604651162791,1,0,1
