,Unnamed: 0,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,Toss_Win_Flag,Game_Win_Flag,Bat_First_Flag
300,236.0,South Africa,won,45 runs,,won,1st,Pakistan,Lahore,18 Oct 2007,29.0,47,4.0,5,0.617021276596,0.8,1,1,1
301,237.0,South Africa,lost,25 runs,,lost,2nd,Pakistan,Lahore,20 Oct 2007,30.0,48,5.0,6,0.625,0.833333333333,0,0,0
302,238.0,South Africa,lost,6 wickets,11.0,won,1st,Pakistan,Faisalabad,23 Oct 2007,30.0,49,5.0,7,0.612244897959,0.714285714286,1,0,1
303,239.0,South Africa,won,7 wickets,74.0,lost,2nd,Pakistan,Multan,26 Oct 2007,30.0,50,5.0,8,0.6,0.625,0,1,0
304,240.0,South Africa,won,14 runs,,won,1st,Pakistan,Lahore,29 Oct 2007,31.0,51,6.0,9,0.607843137255,0.666666666667,1,1,1
305,274.0,South Africa,won,8 wickets,63.0,lost,2nd,Pakistan,Abu Dhabi,29 Oct 2010,58.0,85,7.0,10,0.682352941176,0.7,0,1,0
306,275.0,South Africa,lost,1 wickets,1.0,won,1st,Pakistan,Abu Dhabi,31 Oct 2010,59.0,86,8.0,11,0.686046511628,0.727272727273,1,0,1
307,276.0,South Africa,won,2 runs,,lost,1st,Pakistan,Dubai (DSC),2 Nov 2010,59.0,87,8.0,12,0.67816091954,0.666666666667,0,1,1
308,277.0,South Africa,lost,1 wickets,1.0,won,1st,Pakistan,Dubai (DSC),5 Nov 2010,60.0,88,9.0,13,0.681818181818,0.692307692308,1,0,1
309,278.0,South Africa,won,57 runs,,won,1st,Pakistan,Dubai (DSC),8 Nov 2010,60.0,89,9.0,14,0.674157303371,0.642857142857,1,1,1
310,302.0,South Africa,won,125 runs,,lost,1st,Pakistan,Bloemfontein,10 Mar 2013,75.0,113,10.0,15,0.663716814159,0.666666666667,0,1,1
311,303.0,South Africa,lost,6 wickets,28.0,won,1st,Pakistan,Centurion,15 Mar 2013,76.0,114,11.0,16,0.666666666667,0.6875,1,0,1
312,304.0,South Africa,won,34 runs,,lost,1st,Pakistan,Johannesburg,17 Mar 2013,76.0,115,11.0,17,0.660869565217,0.647058823529,0,1,1
313,305.0,South Africa,lost,3 wickets,8.0,won,1st,Pakistan,Durban,21 Mar 2013,77.0,116,12.0,18,0.663793103448,0.666666666667,1,0,1
314,306.0,South Africa,won,6 wickets,36.0,lost,2nd,Pakistan,Benoni,24 Mar 2013,77.0,117,12.0,19,0.65811965812,0.631578947368,0,1,0
315,308.0,South Africa,won,67 runs,,won,1st,Pakistan,Birmingham,10 Jun 2013,78.0,119,13.0,20,0.655462184874,0.65,1,1,1
316,314.0,South Africa,won,1 runs,,won,1st,Pakistan,Sharjah,30 Oct 2013,80.0,125,14.0,21,0.64,0.666666666667,1,1,1
317,315.0,South Africa,lost,66 runs,,lost,2nd,Pakistan,Dubai (DSC),1 Nov 2013,81.0,126,15.0,22,0.642857142857,0.681818181818,0,0,0
318,316.0,South Africa,won,68 runs,,won,1st,Pakistan,Abu Dhabi,6 Nov 2013,81.0,127,15.0,23,0.637795275591,0.652173913043,1,1,1
319,317.0,South Africa,won,28 runs,,won,1st,Pakistan,Abu Dhabi,8 Nov 2013,82.0,128,16.0,24,0.640625,0.666666666667,1,1,1
320,318.0,South Africa,won,117 runs,,won,1st,Pakistan,Sharjah,11 Nov 2013,83.0,129,17.0,25,0.643410852713,0.68,1,1,1
321,319.0,South Africa,lost,23 runs,,lost,2nd,Pakistan,Cape Town,24 Nov 2013,84.0,130,18.0,26,0.646153846154,0.692307692308,0,0,0
322,320.0,South Africa,lost,1 runs,,won,2nd,Pakistan,Port Elizabeth,27 Nov 2013,84.0,131,18.0,27,0.641221374046,0.666666666667,1,0,0
323,321.0,South Africa,won,4 wickets,68.0,won,2nd,Pakistan,Centurion,30 Nov 2013,84.0,132,18.0,28,0.636363636364,0.642857142857,1,1,0
324,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
325,194.0,South Africa,won,2 wickets,3.0,lost,2nd,New Zealand,Bloemfontein,23 Oct 2005,5.0,5,0.0,0,1.0,,0,1,0
326,195.0,South Africa,won,19 runs,,won,1st,New Zealand,Cape Town,28 Oct 2005,6.0,6,1.0,1,1.0,1.0,1,1,1
327,196.0,South Africa,won,4 wickets,4.0,won,2nd,New Zealand,Port Elizabeth,30 Oct 2005,7.0,7,2.0,2,1.0,1.0,1,1,0
328,197.0,South Africa,won,5 wickets,11.0,won,2nd,New Zealand,Centurion,6 Nov 2005,8.0,8,3.0,3,1.0,1.0,1,1,0
329,215.0,South Africa,lost,87 runs,,won,2nd,New Zealand,Mumbai (BS),16 Oct 2006,17.0,26,4.0,4,0.653846153846,1.0,1,0,0
330,231.0,South Africa,lost,5 wickets,10.0,lost,1st,New Zealand,St George's,14 Apr 2007,28.0,42,4.0,5,0.666666666667,0.8,0,0,1
331,241.0,South Africa,won,2 wickets,0.0,won,2nd,New Zealand,Durban,25 Nov 2007,32.0,52,4.0,6,0.615384615385,0.666666666667,1,1,0
332,242.0,South Africa,lost,7 wickets,68.0,won,1st,New Zealand,Port Elizabeth,30 Nov 2007,33.0,53,5.0,7,0.622641509434,0.714285714286,1,0,1
333,243.0,South Africa,won,5 wickets,28.0,lost,2nd,New Zealand,Cape Town,2 Dec 2007,33.0,54,5.0,8,0.611111111111,0.625,0,1,0
334,265.0,South Africa,won,5 wickets,53.0,won,2nd,New Zealand,Centurion,24 Sep 2009,51.0,76,6.0,9,0.671052631579,0.666666666667,1,1,0
335,287.0,South Africa,lost,49 runs,,lost,2nd,New Zealand,Dhaka,25 Mar 2011,67.0,98,7.0,10,0.683673469388,0.7,0,0,0
336,296.0,South Africa,won,6 wickets,28.0,lost,2nd,New Zealand,Wellington,25 Feb 2012,71.0,107,7.0,11,0.663551401869,0.636363636364,0,1,0
337,297.0,South Africa,won,6 wickets,70.0,won,2nd,New Zealand,Napier,29 Feb 2012,72.0,108,8.0,12,0.666666666667,0.666666666667,1,1,0
338,298.0,South Africa,won,5 wickets,40.0,won,2nd,New Zealand,Auckland,3 Mar 2012,73.0,109,9.0,13,0.669724770642,0.692307692308,1,1,0
339,299.0,South Africa,lost,1 wickets,26.0,lost,1st,New Zealand,Paarl,19 Jan 2013,74.0,110,10.0,14,0.672727272727,0.714285714286,0,0,1
340,300.0,South Africa,lost,27 runs,,won,2nd,New Zealand,Kimberley,22 Jan 2013,74.0,111,10.0,15,0.666666666667,0.666666666667,1,0,0
341,301.0,South Africa,won,1 wickets,0.0,lost,2nd,New Zealand,Potchefstroom,25 Jan 2013,74.0,112,10.0,16,0.660714285714,0.625,0,1,0
342,330.0,South Africa,won,6 wickets,11.0,won,2nd,New Zealand,Mount Maunganui,21 Oct 2014,91.0,141,11.0,17,0.645390070922,0.647058823529,1,1,0
343,331.0,South Africa,won,72 runs,,lost,1st,New Zealand,Mount Maunganui,24 Oct 2014,92.0,142,12.0,18,0.647887323944,0.666666666667,0,1,1
344,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
345,229.0,South Africa,lost,67 runs,,won,2nd,Bangladesh,Providence,7 Apr 2007,27.0,40,0.0,0,0.675,,1,0,0
346,249.0,South Africa,won,9 wickets,79.0,lost,2nd,Bangladesh,Chittagong,9 Mar 2008,39.0,60,0.0,1,0.65,0.0,0,1,0
347,250.0,South Africa,won,7 wickets,11.0,lost,2nd,Bangladesh,Dhaka,12 Mar 2008,40.0,61,1.0,2,0.655737704918,0.5,0,1,0
348,251.0,South Africa,won,7 wickets,94.0,lost,2nd,Bangladesh,Dhaka,14 Mar 2008,41.0,62,2.0,3,0.661290322581,0.666666666667,0,1,0
349,252.0,South Africa,won,61 runs,,won,1st,Bangladesh,Potchefstroom,7 Nov 2008,42.0,63,3.0,4,0.666666666667,0.75,1,1,1
350,253.0,South Africa,won,128 runs,,lost,1st,Bangladesh,Benoni,9 Nov 2008,43.0,64,4.0,5,0.671875,0.8,0,1,1
351,286.0,South Africa,won,206 runs,,won,1st,Bangladesh,Dhaka,19 Mar 2011,66.0,97,5.0,6,0.680412371134,0.833333333333,1,1,1
352,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
353,835.0,West Indies,lost,116 runs,,lost,2nd,Australia,Melbourne,14 Jan 2005,0.0,0,0.0,0,,,0,0,0
354,837.0,West Indies,lost,73 runs,,lost,2nd,Australia,Adelaide,26 Jan 2005,0.0,2,0.0,1,0.0,0.0,0,0,0
355,862.0,West Indies,lost,78 runs,,lost,2nd,Australia,Kuala Lumpur,12 Sep 2006,7.0,27,0.0,2,0.259259259259,0.0,0,0,0
356,864.0,West Indies,won,3 wickets,16.0,lost,2nd,Australia,Kuala Lumpur,18 Sep 2006,8.0,29,0.0,3,0.275862068966,0.0,0,1,0
357,866.0,West Indies,lost,127 runs,,lost,2nd,Australia,Kuala Lumpur,24 Sep 2006,9.0,31,1.0,4,0.290322580645,0.25,0,0,0
358,869.0,West Indies,won,10 runs,,won,1st,Australia,Mumbai (BS),18 Oct 2006,10.0,34,1.0,5,0.294117647059,0.2,1,1,1
359,872.0,West Indies,lost,8 wickets,41.0,won,1st,Australia,Mumbai (BS),5 Nov 2006,13.0,37,2.0,6,0.351351351351,0.333333333333,1,0,1
360,882.0,West Indies,lost,103 runs,,won,2nd,Australia,North Sound,27 Mar 2007,16.0,47,2.0,7,0.340425531915,0.285714285714,1,0,0
361,894.0,West Indies,lost,84 runs,,won,2nd,Australia,Kingstown,24 Jun 2008,19.0,59,2.0,8,0.322033898305,0.25,1,0,0
362,895.0,West Indies,lost,63 runs,,lost,2nd,Australia,St George's,27 Jun 2008,19.0,60,2.0,9,0.316666666667,0.222222222222,0,0,0
363,896.0,West Indies,lost,7 wickets,57.0,lost,1st,Australia,St George's,29 Jun 2008,19.0,61,2.0,10,0.311475409836,0.2,0,0,1
364,897.0,West Indies,lost,1 runs,,won,2nd,Australia,Basseterre,4 Jul 2008,19.0,62,2.0,11,0.306451612903,0.181818181818,1,0,0
365,898.0,West Indies,lost,169 runs,,lost,2nd,Australia,Basseterre,6 Jul 2008,19.0,63,2.0,12,0.301587301587,0.166666666667,0,0,0
366,912.0,West Indies,lost,50 runs,,won,2nd,Australia,Johannesburg,26 Sep 2009,21.0,77,2.0,13,0.272727272727,0.153846153846,1,0,0
367,914.0,West Indies,lost,113 runs,,won,2nd,Australia,Melbourne,7 Feb 2010,21.0,79,2.0,14,0.26582278481,0.142857142857,1,0,0
368,915.0,West Indies,lost,8 wickets,141.0,won,1st,Australia,Adelaide,9 Feb 2010,21.0,80,2.0,15,0.2625,0.133333333333,1,0,1
369,916.0,West Indies,lost,50 runs,,won,2nd,Australia,Brisbane,14 Feb 2010,21.0,81,2.0,16,0.259259259259,0.125,1,0,0
370,917.0,West Indies,lost,125 runs,,lost,2nd,Australia,Melbourne,19 Feb 2010,21.0,82,2.0,17,0.256097560976,0.117647058824,0,0,0
371,947.0,West Indies,lost,64 runs,,lost,2nd,Australia,Kingstown,16 Mar 2012,29.0,112,2.0,18,0.258928571429,0.111111111111,0,0,0
372,948.0,West Indies,won,5 wickets,10.0,won,2nd,Australia,Kingstown,18 Mar 2012,29.0,113,2.0,19,0.256637168142,0.105263157895,1,1,0
373,949.0,West Indies,won,42 runs,,lost,1st,Australia,Gros Islet,23 Mar 2012,30.0,114,3.0,20,0.263157894737,0.15,0,1,1
374,950.0,West Indies,lost,30 runs,,won,2nd,Australia,Gros Islet,25 Mar 2012,31.0,115,4.0,21,0.269565217391,0.190476190476,1,0,0
375,961.0,West Indies,lost,9 wickets,244.0,won,1st,Australia,Perth,1 Feb 2013,37.0,126,4.0,22,0.293650793651,0.181818181818,1,0,1
376,962.0,West Indies,lost,54 runs,,won,2nd,Australia,Perth,3 Feb 2013,37.0,127,4.0,23,0.291338582677,0.173913043478,1,0,0
377,963.0,West Indies,lost,39 runs,,lost,2nd,Australia,Canberra,6 Feb 2013,37.0,128,4.0,24,0.2890625,0.166666666667,0,0,0
378,964.0,West Indies,lost,5 wickets,31.0,won,1st,Australia,Sydney,8 Feb 2013,37.0,129,4.0,25,0.286821705426,0.16,1,0,1
379,965.0,West Indies,lost,17 runs,,won,2nd,Australia,Melbourne,10 Feb 2013,37.0,130,4.0,26,0.284615384615,0.153846153846,1,0,0
380,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
381,840.0,West Indies,lost,8 wickets,30.0,won,1st,South Africa,Kingston,7 May 2005,1.0,5,0.0,0,0.2,,1,0,1
382,841.0,West Indies,lost,8 wickets,38.0,lost,1st,South Africa,Kingston,8 May 2005,1.0,6,0.0,1,0.166666666667,0.0,0,0,1
383,842.0,West Indies,lost,1 runs,,won,2nd,South Africa,Bridgetown,11 May 2005,1.0,7,0.0,2,0.142857142857,0.0,1,0,0
384,843.0,West Indies,lost,6 wickets,19.0,lost,1st,South Africa,Port of Spain,14 May 2005,1.0,8,0.0,3,0.125,0.0,0,0,1
385,844.0,West Indies,lost,7 wickets,5.0,lost,1st,South Africa,Port of Spain,15 May 2005,1.0,9,0.0,4,0.111111111111,0.0,0,0,1
386,871.0,West Indies,won,6 wickets,36.0,lost,2nd,South Africa,Jaipur,2 Nov 2006,12.0,36,0.0,5,0.333333333333,0.0,0,1,0
387,885.0,West Indies,lost,67 runs,,won,2nd,South Africa,St George's,10 Apr 2007,16.0,50,1.0,6,0.32,0.166666666667,1,0,0
388,887.0,West Indies,lost,6 wickets,12.0,lost,1st,South Africa,Centurion,20 Jan 2008,17.0,52,1.0,7,0.326923076923,0.142857142857,0,0,1
389,888.0,West Indies,lost,86 runs,,lost,2nd,South Africa,Cape Town,25 Jan 2008,17.0,53,1.0,8,0.320754716981,0.125,0,0,0
390,889.0,West Indies,lost,7 wickets,8.0,won,1st,South Africa,Port Elizabeth,27 Jan 2008,17.0,54,1.0,9,0.314814814815,0.111111111111,1,0,1
391,890.0,West Indies,lost,5 wickets,13.0,won,1st,South Africa,Durban,1 Feb 2008,17.0,55,1.0,10,0.309090909091,0.1,1,0,1
392,891.0,West Indies,lost,8 wickets,13.0,lost,1st,South Africa,Johannesburg,3 Feb 2008,17.0,56,1.0,11,0.303571428571,0.0909090909091,0,0,1
393,918.0,West Indies,lost,66 runs,,won,2nd,South Africa,North Sound,22 May 2010,21.0,83,1.0,12,0.253012048193,0.0833333333333,1,0,0
394,919.0,West Indies,lost,17 runs,,lost,2nd,South Africa,North Sound,24 May 2010,21.0,84,1.0,13,0.25,0.0769230769231,0,0,0
395,920.0,West Indies,lost,67 runs,,lost,2nd,South Africa,Roseau,28 May 2010,21.0,85,1.0,14,0.247058823529,0.0714285714286,0,0,0
396,921.0,West Indies,lost,7 wickets,0.0,won,1st,South Africa,Roseau,30 May 2010,21.0,86,1.0,15,0.244186046512,0.0666666666667,1,0,1
397,922.0,West Indies,lost,1 wickets,2.0,won,1st,South Africa,Port of Spain,3 Jun 2010,21.0,87,1.0,16,0.241379310345,0.0625,1,0,1
398,925.0,West Indies,lost,7 wickets,43.0,lost,1st,South Africa,Delhi,24 Feb 2011,21.0,90,1.0,17,0.233333333333,0.0588235294118,0,0,1
399,989.0,West Indies,lost,61 runs,,lost,2nd,South Africa,Durban,16 Jan 2015,48.0,154,1.0,18,0.311688311688,0.0555555555556,0,0,0
400,990.0,West Indies,lost,148 runs,,won,2nd,South Africa,Johannesburg,18 Jan 2015,48.0,155,1.0,19,0.309677419355,0.0526315789474,1,0,0
401,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
402,848.0,West Indies,lost,6 wickets,84.0,won,1st,India,Dambulla,31 Jul 2005,1.0,13,0.0,0,0.0769230769231,,1,0,1
403,851.0,West Indies,lost,7 runs,,lost,2nd,India,Colombo (RPS),7 Aug 2005,2.0,16,0.0,1,0.125,0.0,0,0,0
404,857.0,West Indies,lost,5 wickets,1.0,lost,1st,India,Kingston,18 May 2006,3.0,22,0.0,2,0.136363636364,0.0,0,0,1
405,858.0,West Indies,won,1 runs,,lost,1st,India,Kingston,20 May 2006,3.0,23,0.0,3,0.130434782609,0.0,0,1,1
406,859.0,West Indies,won,4 wickets,1.0,lost,2nd,India,Basseterre,23 May 2006,4.0,24,1.0,4,0.166666666667,0.25,0,1,0
407,860.0,West Indies,won,6 wickets,36.0,won,2nd,India,Port of Spain,26 May 2006,5.0,25,2.0,5,0.2,0.4,1,1,0
408,861.0,West Indies,won,19 runs,,lost,1st,India,Port of Spain,28 May 2006,6.0,26,3.0,6,0.230769230769,0.5,0,1,1
409,863.0,West Indies,won,29 runs,,lost,2nd,India,Kuala Lumpur,14 Sep 2006,7.0,28,4.0,7,0.25,0.571428571429,0,1,0
410,865.0,West Indies,lost,16 runs,,lost,2nd,India,Kuala Lumpur,20 Sep 2006,9.0,30,5.0,8,0.3,0.625,0,0,0
411,870.0,West Indies,won,3 wickets,2.0,won,2nd,India,Ahmedabad,26 Oct 2006,11.0,35,5.0,9,0.314285714286,0.555555555556,1,1,0
412,877.0,West Indies,lost,14 runs,,won,2nd,India,Nagpur,21 Jan 2007,14.0,42,6.0,10,0.333333333333,0.6,1,0,0
413,878.0,West Indies,lost,20 runs,,lost,2nd,India,Cuttack,24 Jan 2007,14.0,43,6.0,11,0.325581395349,0.545454545455,0,0,0
414,879.0,West Indies,won,3 wickets,38.0,won,2nd,India,Chennai,27 Jan 2007,14.0,44,6.0,12,0.318181818182,0.5,1,1,0
415,880.0,West Indies,lost,160 runs,,won,2nd,India,Vadodara,31 Jan 2007,15.0,45,7.0,13,0.333333333333,0.538461538462,1,0,0
416,905.0,West Indies,lost,20 runs,,lost,2nd,India,Kingston,26 Jun 2009,20.0,70,7.0,14,0.285714285714,0.5,0,0,0
417,906.0,West Indies,won,8 wickets,95.0,lost,2nd,India,Kingston,28 Jun 2009,20.0,71,7.0,15,0.281690140845,0.466666666667,0,1,0
418,907.0,West Indies,lost,6 wickets,1.0,lost,1st,India,Gros Islet,3 Jul 2009,21.0,72,8.0,16,0.291666666667,0.5,0,0,1
419,913.0,West Indies,lost,7 wickets,107.0,lost,1st,India,Johannesburg,30 Sep 2009,21.0,78,8.0,17,0.269230769231,0.470588235294,0,0,1
420,927.0,West Indies,lost,80 runs,,lost,2nd,India,Chennai,20 Mar 2011,22.0,92,8.0,18,0.239130434783,0.444444444444,0,0,0
421,934.0,West Indies,lost,4 wickets,31.0,won,1st,India,Port of Spain,6 Jun 2011,24.0,99,8.0,19,0.242424242424,0.421052631579,1,0,1
422,935.0,West Indies,lost,7 wickets,20.0,lost,1st,India,Port of Spain,8 Jun 2011,24.0,100,8.0,20,0.24,0.4,0,0,1
423,936.0,West Indies,lost,3 wickets,22.0,lost,1st,India,North Sound,11 Jun 2011,24.0,101,8.0,21,0.237623762376,0.380952380952,0,0,1
424,937.0,West Indies,won,103 runs,,lost,1st,India,North Sound,13 Jun 2011,24.0,102,8.0,22,0.235294117647,0.363636363636,0,1,1
425,938.0,West Indies,won,7 wickets,8.0,won,2nd,India,Kingston,16 Jun 2011,25.0,103,9.0,23,0.242718446602,0.391304347826,1,1,0
426,942.0,West Indies,lost,1 wickets,7.0,lost,1st,India,Cuttack,29 Nov 2011,28.0,107,10.0,24,0.261682242991,0.416666666667,0,0,1
427,943.0,West Indies,lost,5 wickets,11.0,lost,1st,India,Visakhapatnam,2 Dec 2011,28.0,108,10.0,25,0.259259259259,0.4,0,0,1
428,944.0,West Indies,won,16 runs,,lost,1st,India,Ahmedabad,5 Dec 2011,28.0,109,10.0,26,0.256880733945,0.384615384615,0,1,1
429,945.0,West Indies,lost,153 runs,,lost,2nd,India,Indore,8 Dec 2011,29.0,110,11.0,27,0.263636363636,0.407407407407,0,0,0
430,946.0,West Indies,lost,34 runs,,lost,2nd,India,Chennai,11 Dec 2011,29.0,111,11.0,28,0.261261261261,0.392857142857,0,0,0
431,967.0,West Indies,lost,8 wickets,65.0,lost,1st,India,The Oval,11 Jun 2013,38.0,132,11.0,29,0.287878787879,0.379310344828,0,0,1
432,969.0,West Indies,won,1 wickets,14.0,won,2nd,India,Kingston,30 Jun 2013,39.0,134,11.0,30,0.291044776119,0.366666666667,1,1,0
433,970.0,West Indies,lost,102 runs,,won,2nd,India,Port of Spain,5 Jul 2013,40.0,135,12.0,31,0.296296296296,0.387096774194,1,0,0
434,976.0,West Indies,lost,6 wickets,88.0,won,1st,India,Kochi,21 Nov 2013,41.0,141,12.0,32,0.290780141844,0.375,1,0,1
435,977.0,West Indies,won,2 wickets,3.0,won,2nd,India,Visakhapatnam,24 Nov 2013,41.0,142,12.0,33,0.288732394366,0.363636363636,1,1,0
436,978.0,West Indies,lost,5 wickets,23.0,lost,1st,India,Kanpur,27 Nov 2013,42.0,143,13.0,34,0.293706293706,0.382352941176,0,0,1
437,986.0,West Indies,won,124 runs,,lost,1st,India,Kochi,8 Oct 2014,47.0,151,13.0,35,0.311258278146,0.371428571429,0,1,1
438,987.0,West Indies,lost,48 runs,,lost,2nd,India,Delhi,11 Oct 2014,48.0,152,14.0,36,0.315789473684,0.388888888889,0,0,0
439,988.0,West Indies,lost,59 runs,,won,2nd,India,Dharamsala,17 Oct 2014,48.0,153,14.0,37,0.313725490196,0.378378378378,1,0,0
440,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
441,849.0,West Indies,lost,50 runs,,lost,2nd,Sri Lanka,Dambulla,2 Aug 2005,1.0,14,0.0,0,0.0714285714286,,0,0,0
442,850.0,West Indies,won,33 runs,,won,1st,Sri Lanka,Colombo (RPS),6 Aug 2005,1.0,15,0.0,1,0.0666666666667,0.0,1,1,1
443,868.0,West Indies,lost,9 wickets,220.0,won,1st,Sri Lanka,Mumbai (BS),14 Oct 2006,10.0,33,1.0,2,0.30303030303,0.5,1,0,1
444,884.0,West Indies,lost,113 runs,,won,2nd,Sri Lanka,Providence,1 Apr 2007,16.0,49,1.0,3,0.326530612245,0.333333333333,1,0,0
445,892.0,West Indies,won,1 wickets,0.0,won,2nd,Sri Lanka,Port of Spain,10 Apr 2008,17.0,57,1.0,4,0.298245614035,0.25,1,1,0
446,893.0,West Indies,won,7 wickets,27.0,won,2nd,Sri Lanka,Port of Spain,12 Apr 2008,18.0,58,2.0,5,0.310344827586,0.4,1,1,0
447,923.0,West Indies,lost,8 wickets,27.0,lost,1st,Sri Lanka,Colombo (SSC),3 Feb 2011,21.0,88,3.0,6,0.238636363636,0.5,0,0,1
448,924.0,West Indies,lost,26 runs,,won,2nd,Sri Lanka,Colombo (SSC),6 Feb 2011,21.0,89,3.0,7,0.23595505618,0.428571428571,1,0,0
449,968.0,West Indies,won,6 wickets,73.0,won,2nd,Sri Lanka,Kingston,28 Jun 2013,38.0,133,3.0,8,0.285714285714,0.375,1,1,0
450,971.0,West Indies,lost,39 runs,,won,2nd,Sri Lanka,Port of Spain,7 Jul 2013,40.0,136,4.0,9,0.294117647059,0.444444444444,1,0,0
451,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
452,836.0,West Indies,lost,6 wickets,18.0,lost,1st,Pakistan,Brisbane,19 Jan 2005,0.0,1,0.0,0,0.0,,0,0,1
453,838.0,West Indies,won,58 runs,,lost,1st,Pakistan,Adelaide,28 Jan 2005,0.0,3,0.0,1,0.0,0.0,0,1,1
454,839.0,West Indies,lost,30 runs,,won,2nd,Pakistan,Perth,1 Feb 2005,1.0,4,1.0,2,0.25,0.5,1,0,0
455,845.0,West Indies,lost,59 runs,,won,2nd,Pakistan,Kingstown,18 May 2005,1.0,10,1.0,3,0.1,0.333333333333,1,0,0
456,846.0,West Indies,lost,40 runs,,lost,2nd,Pakistan,Gros Islet,21 May 2005,1.0,11,1.0,4,0.0909090909091,0.25,0,0,0
457,847.0,West Indies,lost,22 runs,,won,2nd,Pakistan,Gros Islet,22 May 2005,1.0,12,1.0,5,0.0833333333333,0.2,1,0,0
458,873.0,West Indies,lost,2 wickets,10.0,lost,1st,Pakistan,Faisalabad,7 Dec 2006,13.0,38,1.0,6,0.342105263158,0.166666666667,0,0,1
459,874.0,West Indies,lost,7 wickets,8.0,lost,1st,Pakistan,Lahore,10 Dec 2006,13.0,39,1.0,7,0.333333333333,0.142857142857,0,0,1
460,875.0,West Indies,won,7 wickets,91.0,lost,2nd,Pakistan,Multan,13 Dec 2006,13.0,40,1.0,8,0.325,0.125,0,1,0
461,876.0,West Indies,lost,7 wickets,19.0,lost,1st,Pakistan,Karachi,16 Dec 2006,14.0,41,2.0,9,0.341463414634,0.222222222222,0,0,1
462,881.0,West Indies,won,54 runs,,lost,1st,Pakistan,Kingston,13 Mar 2007,15.0,46,2.0,10,0.326086956522,0.2,0,1,1
463,899.0,West Indies,lost,4 wickets,1.0,won,1st,Pakistan,Abu Dhabi,12 Nov 2008,19.0,64,3.0,11,0.296875,0.272727272727,1,0,1
464,900.0,West Indies,lost,24 runs,,lost,2nd,Pakistan,Abu Dhabi,14 Nov 2008,19.0,65,3.0,12,0.292307692308,0.25,0,0,0
465,901.0,West Indies,lost,31 runs,,lost,2nd,Pakistan,Abu Dhabi,16 Nov 2008,19.0,66,3.0,13,0.287878787879,0.230769230769,0,0,0
466,911.0,West Indies,lost,5 wickets,117.0,won,1st,Pakistan,Johannesburg,23 Sep 2009,21.0,76,3.0,14,0.276315789474,0.214285714286,1,0,1
467,928.0,West Indies,lost,10 wickets,175.0,won,1st,Pakistan,Dhaka,23 Mar 2011,22.0,93,3.0,15,0.236559139785,0.2,1,0,1
468,929.0,West Indies,lost,8 wickets,51.0,won,1st,Pakistan,Gros Islet,23 Apr 2011,22.0,94,3.0,16,0.234042553191,0.1875,1,0,1
469,930.0,West Indies,lost,7 wickets,12.0,lost,1st,Pakistan,Gros Islet,25 Apr 2011,22.0,95,3.0,17,0.231578947368,0.176470588235,0,0,1
470,931.0,West Indies,lost,3 wickets,29.0,lost,1st,Pakistan,Bridgetown,28 Apr 2011,22.0,96,3.0,18,0.229166666667,0.166666666667,0,0,1
471,932.0,West Indies,won,1 runs,,won,2nd,Pakistan,Bridgetown,2 May 2011,22.0,97,3.0,19,0.226804123711,0.157894736842,1,1,0
472,933.0,West Indies,won,10 wickets,159.0,lost,2nd,Pakistan,Providence,5 May 2011,23.0,98,4.0,20,0.234693877551,0.2,0,1,0
473,966.0,West Indies,won,2 wickets,56.0,won,2nd,Pakistan,The Oval,7 Jun 2013,37.0,131,5.0,21,0.282442748092,0.238095238095,1,1,0
474,972.0,West Indies,lost,126 runs,,won,2nd,Pakistan,Providence,14 Jul 2013,40.0,137,6.0,22,0.29197080292,0.272727272727,1,0,0
475,973.0,West Indies,won,37 runs,,lost,1st,Pakistan,Providence,16 Jul 2013,40.0,138,6.0,23,0.289855072464,0.260869565217,0,1,1
476,974.0,West Indies,lost,6 wickets,6.0,lost,1st,Pakistan,Gros Islet,21 Jul 2013,41.0,139,7.0,24,0.294964028777,0.291666666667,0,0,1
